,county code,county,msa code,msa title,csa code,csa title,msa_name,msa_first,state,msa_short
470,18069,"huntington, indiana",c2654,"huntington, in microsa",cs258,"fort wayne-huntington-auburn, in csa",huntington,huntington,,
471,18071,"jackson, indiana",c4298,"seymour, in microsa",cs294,"indianapolis-carmel-muncie, in csa",seymour,seymour,,
472,18073,"jasper, indiana",c1698,"chicago-naperville-elgin, il-in msa",cs176,"chicago-naperville, il-in-wi csa",chicago-naperville-elgin,chicago,,
473,18077,"jefferson, indiana",c3150,"madison, in microsa",,,madison,madison,,
474,18081,"johnson, indiana",c2690,"indianapolis-carmel-greenwood, in msa",cs294,"indianapolis-carmel-muncie, in csa",indianapolis-carmel-greenwood,indianapolis,in,"indianapolis, in"
475,18083,"knox, indiana",c4718,"vincennes, in microsa",,,vincennes,vincennes,,
476,18085,"kosciusko, indiana",c4770,"warsaw, in microsa",cs515,"south bend-elkhart-mishawaka, in-mi csa",warsaw,warsaw,,
477,18089,"lake, indiana",c1698,"chicago-naperville-elgin, il-in msa",cs176,"chicago-naperville, il-in-wi csa",chicago-naperville-elgin,chicago,,
478,18091,"laporte, indiana",c3314,"michigan city-la porte, in msa",cs176,"chicago-naperville, il-in-wi csa",michigan city-la porte,michigan city,in,"michigan city, in"
479,18093,"lawrence, indiana",c1326,"bedford, in microsa",cs144,"bloomington-bedford, in csa",bedford,bedford,,
480,18095,"madison, indiana",c2690,"indianapolis-carmel-greenwood, in msa",cs294,"indianapolis-carmel-muncie, in csa",indianapolis-carmel-greenwood,indianapolis,in,"indianapolis, in"
481,18097,"marion, indiana",c2690,"indianapolis-carmel-greenwood, in msa",cs294,"indianapolis-carmel-muncie, in csa",indianapolis-carmel-greenwood,indianapolis,in,"indianapolis, in"
482,18099,"marshall, indiana",c3850,"plymouth, in microsa",cs515,"south bend-elkhart-mishawaka, in-mi csa",plymouth,plymouth,,
483,18103,"miami, indiana",c3794,"peru, in microsa",cs294,"indianapolis-carmel-muncie, in csa",peru,peru,,
484,18105,"monroe, indiana",c1402,"bloomington, in msa",cs144,"bloomington-bedford, in csa",bloomington,bloomington,in,"bloomington, in"
485,18107,"montgomery, indiana",c1882,"crawfordsville, in microsa",cs294,"indianapolis-carmel-muncie, in csa",crawfordsville,crawfordsville,,
486,18109,"morgan, indiana",c2690,"indianapolis-carmel-greenwood, in msa",cs294,"indianapolis-carmel-muncie, in csa",indianapolis-carmel-greenwood,indianapolis,in,"indianapolis, in"
487,18111,"newton, indiana",c1698,"chicago-naperville-elgin, il-in msa",cs176,"chicago-naperville, il-in-wi csa",chicago-naperville-elgin,chicago,,
488,18113,"noble, indiana",c2834,"kendallville, in microsa",cs258,"fort wayne-huntington-auburn, in csa",kendallville,kendallville,,
489,18115,"ohio, indiana",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
490,18119,"owen, indiana",c1402,"bloomington, in msa",cs144,"bloomington-bedford, in csa",bloomington,bloomington,in,"bloomington, in"
491,18127,"porter, indiana",c1698,"chicago-naperville-elgin, il-in msa",cs176,"chicago-naperville, il-in-wi csa",chicago-naperville-elgin,chicago,,
492,18129,"posey, indiana",c2178,"evansville, in msa",cs241,"evansville-henderson, in-ky csa",evansville,evansville,in,"evansville, in"
493,18133,"putnam, indiana",c2460,"greencastle, in microsa",cs294,"indianapolis-carmel-muncie, in csa",greencastle,greencastle,,
494,18141,"st. joseph, indiana",c4378,"south bend-mishawaka, in-mi msa",cs515,"south bend-elkhart-mishawaka, in-mi csa",south bend-mishawaka,south bend,,
495,18145,"shelby, indiana",c2690,"indianapolis-carmel-greenwood, in msa",cs294,"indianapolis-carmel-muncie, in csa",indianapolis-carmel-greenwood,indianapolis,in,"indianapolis, in"
496,18151,"steuben, indiana",c1142,"angola, in microsa",cs258,"fort wayne-huntington-auburn, in csa",angola,angola,,
497,18153,"sullivan, indiana",c4546,"terre haute, in msa",,,terre haute,terre haute,in,"terre haute, in"
498,18157,"tippecanoe, indiana",c2920,"lafayette-west lafayette, in msa",cs320,"lafayette-west lafayette-frankfort, in csa",lafayette-west lafayette,lafayette,in,"lafayette, in"
499,18159,"tipton, indiana",c2690,"indianapolis-carmel-greenwood, in msa",cs294,"indianapolis-carmel-muncie, in csa",indianapolis-carmel-greenwood,indianapolis,in,"indianapolis, in"
500,18163,"vanderburgh, indiana",c2178,"evansville, in msa",cs241,"evansville-henderson, in-ky csa",evansville,evansville,in,"evansville, in"
501,18165,"vermillion, indiana",c4546,"terre haute, in msa",,,terre haute,terre haute,in,"terre haute, in"
502,18167,"vigo, indiana",c4546,"terre haute, in msa",,,terre haute,terre haute,in,"terre haute, in"
503,18169,"wabash, indiana",c4734,"wabash, in microsa",,,wabash,wabash,,
504,18171,"warren, indiana",c2920,"lafayette-west lafayette, in msa",cs320,"lafayette-west lafayette-frankfort, in csa",lafayette-west lafayette,lafayette,in,"lafayette, in"
505,18173,"warrick, indiana",c2178,"evansville, in msa",cs241,"evansville-henderson, in-ky csa",evansville,evansville,in,"evansville, in"
506,18175,"washington, indiana",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
507,18177,"wayne, indiana",c3998,"richmond, in microsa",cs458,"richmond-connersville, in csa",richmond,richmond,,
508,18179,"wells, indiana",c2306,"fort wayne, in msa",cs258,"fort wayne-huntington-auburn, in csa",fort wayne,fort wayne,in,"fort wayne, in"
509,18181,"white, indiana",c3390,"monticello, in microsa",cs320,"lafayette-west lafayette-frankfort, in csa",monticello,monticello,,
510,18183,"whitley, indiana",c2306,"fort wayne, in msa",cs258,"fort wayne-huntington-auburn, in csa",fort wayne,fort wayne,in,"fort wayne, in"
511,19011,"benton, iowa",c1630,"cedar rapids, ia msa",cs168,"cedar rapids-iowa city, ia csa",cedar rapids,cedar rapids,ia,"cedar rapids, ia"
512,19013,"black hawk, iowa",c4794,"waterloo-cedar falls, ia msa",,,waterloo-cedar falls,waterloo,ia,"waterloo, ia"
513,19015,"boone, iowa",c1118,"ames, ia msa",cs218,"des moines-west des moines-ames, ia csa",ames,ames,ia,"ames, ia"
514,19017,"bremer, iowa",c4794,"waterloo-cedar falls, ia msa",,,waterloo-cedar falls,waterloo,ia,"waterloo, ia"
515,19021,"buena vista, iowa",c4474,"storm lake, ia microsa",,,storm lake,storm lake,,
516,19027,"carroll, iowa",c1614,"carroll, ia microsa",,,carroll,carroll,,
517,19033,"cerro gordo, iowa",c3238,"mason city, ia microsa",,,mason city,mason city,,
518,19041,"clay, iowa",c4398,"spencer, ia microsa",cs517,"spencer-spirit lake, ia csa",spencer,spencer,,
519,19045,"clinton, iowa",c1754,"clinton, ia microsa",cs209,"davenport-moline, ia-il csa",clinton,clinton,,
520,19049,"dallas, iowa",c1978,"des moines-west des moines, ia msa",cs218,"des moines-west des moines-ames, ia csa",des moines-west des moines,des moines,ia,"des moines, ia"
521,19057,"des moines, iowa",c1546,"burlington, ia-il microsa",cs161,"burlington-fort madison, ia-il csa",burlington,burlington,,
522,19059,"dickinson, iowa",c4402,"spirit lake, ia microsa",cs517,"spencer-spirit lake, ia csa",spirit lake,spirit lake,,
523,19061,"dubuque, iowa",c2022,"dubuque, ia msa",,,dubuque,dubuque,ia,"dubuque, ia"
524,19075,"grundy, iowa",c4794,"waterloo-cedar falls, ia msa",,,waterloo-cedar falls,waterloo,ia,"waterloo, ia"
525,19077,"guthrie, iowa",c1978,"des moines-west des moines, ia msa",cs218,"des moines-west des moines-ames, ia csa",des moines-west des moines,des moines,ia,"des moines, ia"
526,19085,"harrison, iowa",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
527,19099,"jasper, iowa",c1978,"des moines-west des moines, ia msa",cs218,"des moines-west des moines-ames, ia csa",des moines-west des moines,des moines,ia,"des moines, ia"
528,19103,"johnson, iowa",c2698,"iowa city, ia msa",cs168,"cedar rapids-iowa city, ia csa",iowa city,iowa city,ia,"iowa city, ia"
529,19105,"jones, iowa",c1630,"cedar rapids, ia msa",cs168,"cedar rapids-iowa city, ia csa",cedar rapids,cedar rapids,ia,"cedar rapids, ia"
530,19111,"lee, iowa",c2280,"fort madison, ia microsa",cs161,"burlington-fort madison, ia-il csa",fort madison,fort madison,,
531,19113,"linn, iowa",c1630,"cedar rapids, ia msa",cs168,"cedar rapids-iowa city, ia csa",cedar rapids,cedar rapids,ia,"cedar rapids, ia"
532,19121,"madison, iowa",c1978,"des moines-west des moines, ia msa",cs218,"des moines-west des moines-ames, ia csa",des moines-west des moines,des moines,ia,"des moines, ia"
533,19123,"mahaska, iowa",c3682,"oskaloosa, ia microsa",cs218,"des moines-west des moines-ames, ia csa",oskaloosa,oskaloosa,,
534,19125,"marion, iowa",c3780,"pella, ia microsa",cs218,"des moines-west des moines-ames, ia csa",pella,pella,,
535,19127,"marshall, iowa",c3226,"marshalltown, ia microsa",,,marshalltown,marshalltown,,
536,19129,"mills, iowa",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
537,19139,"muscatine, iowa",c3470,"muscatine, ia microsa",cs209,"davenport-moline, ia-il csa",muscatine,muscatine,,
538,19149,"plymouth, iowa",c3018,"le mars, ia microsa",cs512,"sioux city-le mars, ia-ne-sd csa",le mars,le mars,,
539,19153,"polk, iowa",c1978,"des moines-west des moines, ia msa",cs218,"des moines-west des moines-ames, ia csa",des moines-west des moines,des moines,ia,"des moines, ia"
540,19155,"pottawattamie, iowa",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
541,19163,"scott, iowa",c1934,"davenport-moline-rock island, ia-il msa",cs209,"davenport-moline, ia-il csa",davenport-moline-rock island,davenport,,
542,19169,"story, iowa",c1118,"ames, ia msa",cs218,"des moines-west des moines-ames, ia csa",ames,ames,ia,"ames, ia"
543,19179,"wapello, iowa",c3690,"ottumwa, ia microsa",,,ottumwa,ottumwa,,
544,19181,"warren, iowa",c1978,"des moines-west des moines, ia msa",cs218,"des moines-west des moines-ames, ia csa",des moines-west des moines,des moines,ia,"des moines, ia"
545,19183,"washington, iowa",c2698,"iowa city, ia msa",cs168,"cedar rapids-iowa city, ia csa",iowa city,iowa city,ia,"iowa city, ia"
546,19187,"webster, iowa",c2270,"fort dodge, ia microsa",,,fort dodge,fort dodge,,
547,19193,"woodbury, iowa",c4358,"sioux city, ia-ne-sd msa",cs512,"sioux city-le mars, ia-ne-sd csa",sioux city,sioux city,,
548,19195,"worth, iowa",c3238,"mason city, ia microsa",,,mason city,mason city,,
549,20005,"atchison, kansas",c1186,"atchison, ks microsa",cs312,"kansas city-overland park-kansas city, mo-ks csa",atchison,atchison,,
550,20009,"barton, kansas",c2446,"great bend, ks microsa",,,great bend,great bend,,
551,20015,"butler, kansas",c4862,"wichita, ks msa",cs556,"wichita-arkansas city-winfield, ks csa",wichita,wichita,ks,"wichita, ks"
552,20017,"chase, kansas",c2138,"emporia, ks microsa",,,emporia,emporia,,
553,20021,"cherokee, kansas",c2790,"joplin, mo-ks msa",cs309,"joplin-miami, mo-ok-ks csa",joplin,joplin,,
554,20035,"cowley, kansas",c1168,"arkansas city-winfield, ks microsa",cs556,"wichita-arkansas city-winfield, ks csa",arkansas city-winfield,arkansas city,,
555,20037,"crawford, kansas",c3826,"pittsburg, ks microsa",,,pittsburg,pittsburg,,
556,20043,"doniphan, kansas",c4114,"st. joseph, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",st. joseph,st. joseph,,
557,20045,"douglas, kansas",c2994,"lawrence, ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",lawrence,lawrence,ks,"lawrence, ks"
558,20051,"ellis, kansas",c2570,"hays, ks microsa",,,hays,hays,,
559,20055,"finney, kansas",c2378,"garden city, ks microsa",,,garden city,garden city,,
560,20057,"ford, kansas",c1998,"dodge city, ks microsa",,,dodge city,dodge city,,
561,20059,"franklin, kansas",c3684,"ottawa, ks microsa",cs312,"kansas city-overland park-kansas city, mo-ks csa",ottawa,ottawa,,
562,20061,"geary, kansas",c3174,"manhattan, ks msa",,,manhattan,manhattan,ks,"manhattan, ks"
563,20079,"harvey, kansas",c4862,"wichita, ks msa",cs556,"wichita-arkansas city-winfield, ks csa",wichita,wichita,ks,"wichita, ks"
564,20085,"jackson, kansas",c4582,"topeka, ks msa",,,topeka,topeka,ks,"topeka, ks"
565,20087,"jefferson, kansas",c4582,"topeka, ks msa",,,topeka,topeka,ks,"topeka, ks"
566,20091,"johnson, kansas",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
567,20103,"leavenworth, kansas",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
568,20107,"linn, kansas",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
569,20111,"lyon, kansas",c2138,"emporia, ks microsa",,,emporia,emporia,,
570,20113,"mcpherson, kansas",c3270,"mcpherson, ks microsa",,,mcpherson,mcpherson,,
571,20121,"miami, kansas",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
572,20139,"osage, kansas",c4582,"topeka, ks msa",,,topeka,topeka,ks,"topeka, ks"
573,20143,"ottawa, kansas",c4146,"salina, ks microsa",,,salina,salina,,
574,20149,"pottawatomie, kansas",c3174,"manhattan, ks msa",,,manhattan,manhattan,ks,"manhattan, ks"
575,20155,"reno, kansas",c2674,"hutchinson, ks microsa",,,hutchinson,hutchinson,,
576,20161,"riley, kansas",c3174,"manhattan, ks msa",,,manhattan,manhattan,ks,"manhattan, ks"
577,20169,"saline, kansas",c4146,"salina, ks microsa",,,salina,salina,,
578,20173,"sedgwick, kansas",c4862,"wichita, ks msa",cs556,"wichita-arkansas city-winfield, ks csa",wichita,wichita,ks,"wichita, ks"
579,20175,"seward, kansas",c3058,"liberal, ks microsa",,,liberal,liberal,,
580,20177,"shawnee, kansas",c4582,"topeka, ks msa",,,topeka,topeka,ks,"topeka, ks"
581,20191,"sumner, kansas",c4862,"wichita, ks msa",cs556,"wichita-arkansas city-winfield, ks csa",wichita,wichita,ks,"wichita, ks"
582,20197,"wabaunsee, kansas",c4582,"topeka, ks msa",,,topeka,topeka,ks,"topeka, ks"
583,20209,"wyandotte, kansas",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
584,21003,"allen, kentucky",c1454,"bowling green, ky msa",cs150,"bowling green-glasgow-franklin, ky csa",bowling green,bowling green,ky,"bowling green, ky"
585,21005,"anderson, kentucky",c2318,"frankfort, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",frankfort,frankfort,,
586,21007,"ballard, kentucky",c3714,"paducah, ky-il msa",cs424,"paducah-mayfield, ky-il csa",paducah,paducah,,
587,21009,"barren, kentucky",c2398,"glasgow, ky microsa",cs150,"bowling green-glasgow-franklin, ky csa",glasgow,glasgow,,
588,21011,"bath, kentucky",c3446,"mount sterling, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",mount sterling,mount sterling,,
589,21013,"bell, kentucky",c3318,"middlesborough, ky microsa",cs371,"middlesborough-corbin, ky csa",middlesborough,middlesborough,,
590,21015,"boone, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
591,21017,"bourbon, kentucky",c3046,"lexington-fayette, ky msa",cs336,"lexington-fayette--richmond--frankfort, ky csa",lexington-fayette,lexington,ky,"lexington, ky"
592,21019,"boyd, kentucky",c2658,"huntington-ashland, wv-ky-oh msa",cs170,"charleston-huntington-ashland, wv-oh-ky csa",huntington-ashland,huntington,,
593,21021,"boyle, kentucky",c1922,"danville, ky microsa",,,danville,danville,,
594,21023,"bracken, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
595,21029,"bullitt, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
596,21031,"butler, kentucky",c1454,"bowling green, ky msa",cs150,"bowling green-glasgow-franklin, ky csa",bowling green,bowling green,ky,"bowling green, ky"
597,21035,"calloway, kentucky",c3466,"murray, ky microsa",,,murray,murray,,
598,21037,"campbell, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
599,21039,"carlisle, kentucky",c3714,"paducah, ky-il msa",cs424,"paducah-mayfield, ky-il csa",paducah,paducah,,
600,21043,"carter, kentucky",c2658,"huntington-ashland, wv-ky-oh msa",cs170,"charleston-huntington-ashland, wv-oh-ky csa",huntington-ashland,huntington,,
601,21047,"christian, kentucky",c1730,"clarksville, tn-ky msa",,,clarksville,clarksville,,
602,21049,"clark, kentucky",c3046,"lexington-fayette, ky msa",cs336,"lexington-fayette--richmond--frankfort, ky csa",lexington-fayette,lexington,ky,"lexington, ky"
603,21051,"clay, kentucky",c1834,"corbin, ky microsa",cs371,"middlesborough-corbin, ky csa",corbin,corbin,,
604,21059,"daviess, kentucky",c3698,"owensboro, ky msa",,,owensboro,owensboro,ky,"owensboro, ky"
605,21061,"edmonson, kentucky",c1454,"bowling green, ky msa",cs150,"bowling green-glasgow-franklin, ky csa",bowling green,bowling green,ky,"bowling green, ky"
606,21065,"estill, kentucky",c4008,"richmond-berea, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",richmond-berea,richmond,,
607,21067,"fayette, kentucky",c3046,"lexington-fayette, ky msa",cs336,"lexington-fayette--richmond--frankfort, ky csa",lexington-fayette,lexington,ky,"lexington, ky"
608,21071,"floyd, kentucky",c3821,"pikeville, ky microsa",,,pikeville,pikeville,,
609,21073,"franklin, kentucky",c2318,"frankfort, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",frankfort,frankfort,,
610,21077,"gallatin, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
611,21081,"grant, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
612,21083,"graves, kentucky",c3246,"mayfield, ky microsa",cs424,"paducah-mayfield, ky-il csa",mayfield,mayfield,,
613,21087,"green, kentucky",c1582,"campbellsville, ky microsa",,,campbellsville,campbellsville,,
614,21089,"greenup, kentucky",c2658,"huntington-ashland, wv-ky-oh msa",cs170,"charleston-huntington-ashland, wv-oh-ky csa",huntington-ashland,huntington,,
615,21093,"hardin, kentucky",c2106,"elizabethtown, ky msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",elizabethtown,elizabethtown,ky,"elizabethtown, ky"
616,21101,"henderson, kentucky",c257a,"henderson, ky microsa",cs241,"evansville-henderson, in-ky csa",henderson,henderson,,
617,21103,"henry, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
618,21107,"hopkins, kentucky",c3158,"madisonville, ky microsa",,,madisonville,madisonville,,
619,21111,"jefferson, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
620,21113,"jessamine, kentucky",c3046,"lexington-fayette, ky msa",cs336,"lexington-fayette--richmond--frankfort, ky csa",lexington-fayette,lexington,ky,"lexington, ky"
621,21117,"kenton, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
622,21121,"knox, kentucky",c1834,"corbin, ky microsa",cs371,"middlesborough-corbin, ky csa",corbin,corbin,,
623,21123,"larue, kentucky",c2106,"elizabethtown, ky msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",elizabethtown,elizabethtown,ky,"elizabethtown, ky"
624,21125,"laurel, kentucky",c1834,"corbin, ky microsa",cs371,"middlesborough-corbin, ky csa",corbin,corbin,,
625,21127,"lawrence, kentucky",c2658,"huntington-ashland, wv-ky-oh msa",cs170,"charleston-huntington-ashland, wv-oh-ky csa",huntington-ashland,huntington,,
626,21137,"lincoln, kentucky",c1922,"danville, ky microsa",,,danville,danville,,
627,21139,"livingston, kentucky",c3714,"paducah, ky-il msa",cs424,"paducah-mayfield, ky-il csa",paducah,paducah,,
628,21145,"mccracken, kentucky",c3714,"paducah, ky-il msa",cs424,"paducah-mayfield, ky-il csa",paducah,paducah,,
629,21149,"mclean, kentucky",c3698,"owensboro, ky msa",,,owensboro,owensboro,ky,"owensboro, ky"
630,21151,"madison, kentucky",c4008,"richmond-berea, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",richmond-berea,richmond,,
631,21163,"meade, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
632,21165,"menifee, kentucky",c3446,"mount sterling, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",mount sterling,mount sterling,,
633,21169,"metcalfe, kentucky",c2398,"glasgow, ky microsa",cs150,"bowling green-glasgow-franklin, ky csa",glasgow,glasgow,,
634,21173,"montgomery, kentucky",c3446,"mount sterling, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",mount sterling,mount sterling,,
635,21179,"nelson, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
636,21185,"oldham, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
637,21191,"pendleton, kentucky",c1714,"cincinnati, oh-ky-in msa",cs178,"cincinnati-wilmington, oh-ky-in csa",cincinnati,cincinnati,,
638,21195,"pike, kentucky",c3821,"pikeville, ky microsa",,,pikeville,pikeville,,
639,21199,"pulaski, kentucky",c4370,"somerset, ky microsa",,,somerset,somerset,,
640,21203,"rockcastle, kentucky",c4008,"richmond-berea, ky microsa",cs336,"lexington-fayette--richmond--frankfort, ky csa",richmond-berea,richmond,,
641,21209,"scott, kentucky",c3046,"lexington-fayette, ky msa",cs336,"lexington-fayette--richmond--frankfort, ky csa",lexington-fayette,lexington,ky,"lexington, ky"
642,21211,"shelby, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
643,21213,"simpson, kentucky",c2319,"franklin, ky microsa",cs150,"bowling green-glasgow-franklin, ky csa",franklin,franklin,,
644,21215,"spencer, kentucky",c3114,"louisville-jefferson county, ky-in msa",cs350,"louisville-jefferson county--elizabethtown, ky-in csa",louisville-jefferson county,louisville,,
645,21217,"taylor, kentucky",c1582,"campbellsville, ky microsa",,,campbellsville,campbellsville,,
646,21221,"trigg, kentucky",c1730,"clarksville, tn-ky msa",,,clarksville,clarksville,,
647,21227,"warren, kentucky",c1454,"bowling green, ky msa",cs150,"bowling green-glasgow-franklin, ky csa",bowling green,bowling green,ky,"bowling green, ky"
648,21233,"webster, kentucky",c257a,"henderson, ky microsa",cs241,"evansville-henderson, in-ky csa",henderson,henderson,,
649,21235,"whitley, kentucky",c1834,"corbin, ky microsa",cs371,"middlesborough-corbin, ky csa",corbin,corbin,,
650,21239,"woodford, kentucky",c3046,"lexington-fayette, ky msa",cs336,"lexington-fayette--richmond--frankfort, ky csa",lexington-fayette,lexington,ky,"lexington, ky"
651,22001,"acadia parish, louisiana",c2918,"lafayette, la msa",cs318,"lafayette-new iberia-opelousas, la csa",lafayette,lafayette,la,"lafayette, la"
652,22005,"ascension parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
653,22007,"assumption parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
654,22011,"beauregard parish, louisiana",c1976,"deridder, la microsa",cs324,"lake charles-deridder, la csa",deridder,deridder,,
655,22015,"bossier parish, louisiana",c4334,"shreveport-bossier city, la msa",cs508,"shreveport-bossier city-minden, la csa",shreveport-bossier city,shreveport,la,"shreveport, la"
656,22017,"caddo parish, louisiana",c4334,"shreveport-bossier city, la msa",cs508,"shreveport-bossier city-minden, la csa",shreveport-bossier city,shreveport,la,"shreveport, la"
657,22019,"calcasieu parish, louisiana",c2934,"lake charles, la msa",cs324,"lake charles-deridder, la csa",lake charles,lake charles,la,"lake charles, la"
658,22023,"cameron parish, louisiana",c2934,"lake charles, la msa",cs324,"lake charles-deridder, la csa",lake charles,lake charles,la,"lake charles, la"
659,22029,"concordia parish, louisiana",c3502,"natchez, ms-la microsa",,,natchez,natchez,,
660,22031,"de soto parish, louisiana",c4334,"shreveport-bossier city, la msa",cs508,"shreveport-bossier city-minden, la csa",shreveport-bossier city,shreveport,la,"shreveport, la"
661,22033,"east baton rouge parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
662,22037,"east feliciana parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
663,22043,"grant parish, louisiana",c1078,"alexandria, la msa",,,alexandria,alexandria,la,"alexandria, la"
664,22045,"iberia parish, louisiana",c3534,"new iberia, la microsa",cs318,"lafayette-new iberia-opelousas, la csa",new iberia,new iberia,,
665,22047,"iberville parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
666,22051,"jefferson parish, louisiana",c3538,"new orleans-metairie, la msa",cs406,"new orleans-metairie-slidell, la-ms csa",new orleans-metairie,new orleans,la,"new orleans, la"
667,22053,"jefferson davis parish, louisiana",c2934,"lake charles, la msa",cs324,"lake charles-deridder, la csa",lake charles,lake charles,la,"lake charles, la"
668,22055,"lafayette parish, louisiana",c2918,"lafayette, la msa",cs318,"lafayette-new iberia-opelousas, la csa",lafayette,lafayette,la,"lafayette, la"
669,22057,"lafourche parish, louisiana",c2638,"houma-bayou cane-thibodaux, la msa",,,houma-bayou cane-thibodaux,houma,la,"houma, la"
670,22061,"lincoln parish, louisiana",c4082,"ruston, la microsa",cs384,"monroe-ruston, la csa",ruston,ruston,,
671,22063,"livingston parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
672,22067,"morehouse parish, louisiana",c3374,"monroe, la msa",cs384,"monroe-ruston, la csa",monroe,monroe,la,"monroe, la"
673,22069,"natchitoches parish, louisiana",c3506,"natchitoches, la microsa",,,natchitoches,natchitoches,,
674,22071,"orleans parish, louisiana",c3538,"new orleans-metairie, la msa",cs406,"new orleans-metairie-slidell, la-ms csa",new orleans-metairie,new orleans,la,"new orleans, la"
675,22073,"ouachita parish, louisiana",c3374,"monroe, la msa",cs384,"monroe-ruston, la csa",monroe,monroe,la,"monroe, la"
676,22075,"plaquemines parish, louisiana",c3538,"new orleans-metairie, la msa",cs406,"new orleans-metairie-slidell, la-ms csa",new orleans-metairie,new orleans,la,"new orleans, la"
677,22077,"pointe coupee parish, louisiana",c1294,"baton rouge, la msa",cs132,"baton rouge-hammond, la csa",baton rouge,baton rouge,la,"baton rouge, la"
678,22079,"rapides parish, louisiana",c1078,"alexandria, la msa",,,alexandria,alexandria,la,"alexandria, la"
