fips,county
28009.0,benton
28011.0,bolivar
28013.0,calhoun
28015.0,carroll
28017.0,chickasaw
28019.0,choctaw
28021.0,claiborne
28023.0,clarke
28025.0,clay
28027.0,coahoma
28029.0,copiah
28031.0,covington
28033.0,de soto
28035.0,forrest
28037.0,franklin
28039.0,george
28041.0,greene
28043.0,grenada
28045.0,hancock
28047.0,harrison
28049.0,hinds
28051.0,holmes
28053.0,humphreys
28055.0,issaquena
28057.0,itawamba
28059.0,jackson
28061.0,jasper
28063.0,jefferson
28065.0,jefferson davis
28063.0,jefferson
28065.0,jefferson davis
28067.0,jones
28069.0,kemper
28071.0,lafayette
28073.0,lamar
28075.0,lauderdale
28077.0,lawrence
28079.0,leake
28081.0,lee
28083.0,leflore
28085.0,lincoln
28087.0,lowndes
28089.0,madison
28091.0,marion
28093.0,marshall
28095.0,monroe
28097.0,montgomery
28099.0,neshoba
28101.0,newton
28103.0,noxubee
28105.0,oktibbeha
28107.0,panola
28109.0,pearl river
28111.0,perry
28113.0,pike
28115.0,pontotoc
28117.0,prentiss
28119.0,quitman
28121.0,rankin
28123.0,scott
28125.0,sharkey
28127.0,simpson
28129.0,smith
28131.0,stone
28133.0,sunflower
28135.0,tallahatchie
28137.0,tate
28139.0,tippah
28141.0,tishomingo
28143.0,tunica
28145.0,union
28147.0,walthall
28149.0,warren
28151.0,washington
28153.0,wayne
28155.0,webster
28157.0,wilkinson
28159.0,winston
28161.0,yalobusha
28163.0,yazoo
30001.0,beaverhead
30003.0,big horn
30005.0,blaine
30007.0,broadwater
30009.0,carbon
30011.0,carter
30013.0,cascade
30015.0,chouteau
30017.0,custer
30019.0,daniels
30021.0,dawson
30023.0,deer lodge
30025.0,fallon
30027.0,fergus
30029.0,flathead
30031.0,gallatin
30033.0,garfield
30035.0,glacier
30037.0,golden valley
30039.0,granite
30041.0,hill
30043.0,jefferson
30045.0,judith basin
30047.0,lake
30049.0,lewis and clark
30051.0,liberty
30053.0,lincoln
30055.0,mccone
30057.0,madison
30059.0,meagher
30061.0,mineral
30063.0,missoula
30065.0,musselshell
30067.0,park
30069.0,petroleum
30071.0,phillips
30073.0,pondera
30075.0,powder river
30077.0,powell
30079.0,prairie
30081.0,ravalli
30083.0,richland
30085.0,roosevelt
30087.0,rosebud
30089.0,sanders
30091.0,sheridan
30093.0,silver bow
30095.0,stillwater
30097.0,sweet grass
30099.0,teton
30101.0,toole
30103.0,treasure
30105.0,valley
30107.0,wheatland
30109.0,wibaux
30111.0,yellowstone
37001.0,alamance
37003.0,alexander
37005.0,alleghany
37007.0,anson
37009.0,ashe
37011.0,avery
37013.0,beaufort
37015.0,bertie
37017.0,bladen
37019.0,brunswick
37021.0,buncombe
37023.0,burke
37025.0,cabarrus
37027.0,caldwell
37029.0,camden
37031.0,carteret
37033.0,caswell
37035.0,catawba
37037.0,chatham
37039.0,cherokee
37041.0,chowan
37043.0,clay
37045.0,cleveland
37047.0,columbus
37049.0,craven
37051.0,cumberland
37053.0,currituck
37055.0,dare
37057.0,davidson
37059.0,davie
37061.0,duplin
37063.0,durham
37065.0,edgecombe
37067.0,forsyth
37069.0,franklin
37071.0,gaston
37073.0,gates
37075.0,graham
37077.0,granville
37079.0,greene
37081.0,guilford
37083.0,halifax
37085.0,harnett
37087.0,haywood
37089.0,henderson
37091.0,hertford
37093.0,hoke
37095.0,hyde
37097.0,iredell
37099.0,jackson
37101.0,johnston
37103.0,jones
37105.0,lee
37107.0,lenoir
37109.0,lincoln
37111.0,mc dowell
37113.0,macon
37115.0,madison
37117.0,martin
37119.0,mecklenburg
37121.0,mitchell
37123.0,montgomery
37125.0,moore
37127.0,nash
37129.0,new hanover
37131.0,northampton
37133.0,onslow
37135.0,orange
37137.0,pamlico
37139.0,pasquotank
37141.0,pender
37143.0,perquimans
37145.0,person
37147.0,pitt
37149.0,polk
37151.0,randolph
37153.0,richmond
37155.0,robeson
37157.0,rockingham
37159.0,rowan
37161.0,rutherford
37163.0,sampson
37165.0,scotland
37167.0,stanly
37169.0,stokes
37171.0,surry
37173.0,swain
37175.0,transylvania
37177.0,tyrrell
37179.0,union
37181.0,vance
37183.0,wake
37185.0,warren
37187.0,washington
37189.0,watauga
37191.0,wayne
37193.0,wilkes
37195.0,wilson
37197.0,yadkin
37199.0,yancey
38001.0,adams
38003.0,barnes
38005.0,benson
38007.0,billings
38009.0,bottineau
38011.0,bowman
38013.0,burke
38015.0,burleigh
38017.0,cass
38019.0,cavalier
38021.0,dickey
38023.0,divide
38025.0,dunn
38027.0,eddy
38029.0,emmons
38031.0,foster
38033.0,golden valley
38035.0,grand forks
38037.0,grant
38039.0,griggs
38041.0,hettinger
38043.0,kidder
38045.0,la moure
38047.0,logan
38049.0,mchenry
38051.0,mcintosh
38053.0,mckenzie
38055.0,mclean
38057.0,mercer
38059.0,morton
38061.0,mountrail
38063.0,nelson
38065.0,oliver
38067.0,pembina
38069.0,pierce
38071.0,ramsey
38073.0,ransom
38075.0,renville
38077.0,richland
38079.0,rolette
38081.0,sargent
38083.0,sheridan
38085.0,sioux
38087.0,slope
38089.0,stark
38091.0,steele
38093.0,stutsman
38095.0,towner
38097.0,traill
38099.0,walsh
38101.0,ward
38103.0,wells
38105.0,williams
31001.0,adams
31003.0,antelope
31005.0,arthur
31007.0,banner
31009.0,blaine
31011.0,boone
31013.0,box butte
31015.0,boyd
31017.0,brown
31019.0,buffalo
31021.0,burt
31023.0,butler
31025.0,cass
31027.0,cedar
31029.0,chase
31031.0,cherry
31033.0,cheyenne
31035.0,clay
31037.0,colfax
31039.0,cuming
31041.0,custer
31043.0,dakota
31045.0,dawes
31047.0,dawson
31049.0,deuel
31051.0,dixon
31053.0,dodge
31055.0,douglas
31057.0,dundy
31059.0,fillmore
31061.0,franklin
31063.0,frontier
31065.0,furnas
31067.0,gage
31069.0,garden
31071.0,garfield
31073.0,gosper
31075.0,grant
31077.0,greeley
31079.0,hall
31081.0,hamilton
31083.0,harlan
31085.0,hayes
31087.0,hitchcock
31089.0,holt
31091.0,hooker
31093.0,howard
31095.0,jefferson
31097.0,johnson
31099.0,kearney
31101.0,keith
31103.0,keya paha
31105.0,kimball
31107.0,knox
31109.0,lancaster
31111.0,lincoln
31113.0,logan
31115.0,loup
31117.0,mc pherson
31119.0,madison
31121.0,merrick
31123.0,morrill
31125.0,nance
31127.0,nemaha
31129.0,nuckolls
31131.0,otoe
31133.0,pawnee
31135.0,perkins
31137.0,phelps
31139.0,pierce
31141.0,platte
31143.0,polk
31145.0,red willow
31147.0,richardson
31149.0,rock
31151.0,saline
31153.0,sarpy
31155.0,saunders
31157.0,scott bluff
31159.0,seward
31161.0,sheridan
31163.0,sherman
31165.0,sioux
31167.0,stanton
31169.0,thayer
31171.0,thomas
31173.0,thurston
31175.0,valley
31177.0,washington
31179.0,wayne
31181.0,webster
31183.0,wheeler
31185.0,york
33001.0,belknap
33003.0,carroll
33005.0,cheshire
33007.0,coos
33009.0,grafton
33011.0,hillsborough
33013.0,merrimack
33015.0,rockingham
33017.0,strafford
33019.0,sullivan
34001.0,atlantic
34003.0,bergen
34005.0,burlington
34007.0,camden
34009.0,cape may
34011.0,cumberland
34013.0,essex
34015.0,gloucester
34017.0,hudson
34019.0,hunterdon
34021.0,mercer
34023.0,middlesex
34025.0,monmouth
34027.0,morris
34029.0,ocean
34031.0,passaic
34033.0,salem
34035.0,somerset
34037.0,sussex
34039.0,union
34041.0,warren
35001.0,bernalillo
35003.0,catron
35005.0,chaves
35006.0,cibola
35007.0,colfax
35009.0,curry
35011.0,de baca
35013.0,dona ana
35015.0,eddy
35017.0,grant
35019.0,guadalupe
35021.0,harding
35023.0,hidalgo
35025.0,lea
35027.0,lincoln
35028.0,los alamos
35029.0,luna
35031.0,mckinley
35033.0,mora
35035.0,otero
35037.0,quay
35039.0,rio arriba
35041.0,roosevelt
35043.0,sandoval
35045.0,san juan
35047.0,san miguel
35049.0,santa fe
35051.0,sierra
35053.0,socorro
35055.0,taos
35057.0,torrance
35059.0,union
35061.0,valencia
32001.0,churchill
32003.0,clark
32005.0,douglas
32007.0,elko
32009.0,esmeralda
32011.0,eureka
32013.0,humboldt
32015.0,lander
32017.0,lincoln
32019.0,lyon
32021.0,mineral
32023.0,nye
32510.0,carson city
32027.0,pershing
32029.0,storey
32031.0,washoe
32033.0,white pine
36001.0,albany
36003.0,allegany
36005.0,bronx
36007.0,broome
36009.0,cattaraugus
36011.0,cayuga
36013.0,chautauqua
36015.0,chemung
36017.0,chenango
36019.0,clinton
36021.0,columbia
36023.0,cortland
36025.0,delaware
36027.0,dutchess
36029.0,erie
36031.0,essex
36033.0,franklin
36035.0,fulton
36037.0,genesee
36039.0,greene
36041.0,hamilton
36043.0,herkimer
36045.0,jefferson
36047.0,kings
36049.0,lewis
36051.0,livingston
36053.0,madison
36055.0,monroe
36057.0,montgomery
36059.0,nassau
36061.0,new york
36063.0,niagara
36065.0,oneida
36067.0,onondaga
36069.0,ontario
36071.0,orange
36073.0,orleans
36075.0,oswego
36077.0,otsego
36079.0,putnam
36081.0,queens
36083.0,rensselaer
36085.0,richmond
36087.0,rockland
36089.0,st. lawrence
36091.0,saratoga
36093.0,schenectady
36095.0,schoharie
36097.0,schuyler
36099.0,seneca
36101.0,steuben
36103.0,suffolk
36105.0,sullivan
36107.0,tioga
36109.0,tompkins
36111.0,ulster
36113.0,warren
36115.0,washington
36117.0,wayne
36119.0,westchester
36121.0,wyoming
36123.0,yates
39001.0,adams
39003.0,allen
39005.0,ashland
39007.0,ashtabula
39009.0,athens
39011.0,auglaize
39013.0,belmont
39015.0,brown
39017.0,butler
39019.0,carroll
39021.0,champaign
39023.0,clark
39025.0,clermont
39027.0,clinton
39029.0,columbiana
39031.0,coshocton
39033.0,crawford
39035.0,cuyahoga
39037.0,darke
39039.0,defiance
39041.0,delaware
39043.0,erie
39045.0,fairfield
39047.0,fayette
39049.0,franklin
39051.0,fulton
39053.0,gallia
39055.0,geauga
39057.0,greene
39059.0,guernsey
39061.0,hamilton
39063.0,hancock
39065.0,hardin
39067.0,harrison
39069.0,henry
39071.0,highland
39073.0,hocking
39075.0,holmes
39077.0,huron
39079.0,jackson
39081.0,jefferson
39083.0,knox
39085.0,lake
39087.0,lawrence
39089.0,licking
39091.0,logan
39093.0,lorain
39095.0,lucas
39097.0,madison
39099.0,mahoning
39101.0,marion
39103.0,medina
39105.0,meigs
39107.0,mercer
39109.0,miami
39111.0,monroe
39113.0,montgomery
39115.0,morgan
39117.0,morrow
39119.0,muskingum
39121.0,noble
39123.0,ottawa
39125.0,paulding
39127.0,perry
39129.0,pickaway
39131.0,pike
39133.0,portage
39135.0,preble
39137.0,putnam
39139.0,richland
39141.0,ross
39143.0,sandusky
39145.0,scioto
39147.0,seneca
39149.0,shelby
39151.0,stark
39153.0,summit
39155.0,trumbull
39157.0,tuscarawas
39159.0,union
39161.0,van wert
39163.0,vinton
39165.0,warren
39167.0,washington
39169.0,wayne
39171.0,williams
39173.0,wood
39175.0,wyandot
40001.0,adair
40003.0,alfalfa
40005.0,atoka
40007.0,beaver
40009.0,beckham
40011.0,blaine
40013.0,bryan
40015.0,caddo
40017.0,canadian
40019.0,carter
40021.0,cherokee
40023.0,choctaw
40025.0,cimarron
40027.0,cleveland
40029.0,coal
40031.0,comanche
40033.0,cotton
40035.0,craig
40037.0,creek
40039.0,custer
40041.0,delaware
40043.0,dewey
40045.0,ellis
40047.0,garfield
40049.0,garvin
40051.0,grady
40053.0,grant
40055.0,greer
40057.0,harmon
40059.0,harper
40061.0,haskell
40063.0,hughes
40065.0,jackson
40067.0,jefferson
40069.0,johnston
40071.0,kay
40073.0,kingfisher
40075.0,kiowa
40077.0,latimer
40079.0,le flore
40081.0,lincoln
40083.0,logan
40085.0,love
40087.0,mcclain
40089.0,mccurtain
40091.0,mcintosh
40093.0,major
40095.0,marshall
40097.0,mayes
40099.0,murray
40101.0,muskogee
40103.0,noble
40105.0,nowata
40107.0,okfuskee
40109.0,oklahoma
40111.0,okmulgee
40113.0,osage
40115.0,ottawa
40117.0,pawnee
40119.0,payne
40121.0,pittsburg
40123.0,pontotoc
40125.0,pottawatomie
40127.0,pushmataha
40129.0,roger mills
40131.0,rogers
40133.0,seminole
40135.0,sequoyah
40137.0,stephens
40139.0,texas
40141.0,tillman
40143.0,tulsa
40145.0,wagoner
40147.0,washington
40149.0,washita
40151.0,woods
40153.0,woodward
41001.0,baker
41003.0,benton
41005.0,clackamas
41007.0,clatsop
41009.0,columbia
41011.0,coos
41013.0,crook
41015.0,curry
41017.0,deschutes
41019.0,douglas
41021.0,gilliam
41023.0,grant
41025.0,harney
41027.0,hood river
41029.0,jackson
41031.0,jefferson
41033.0,josephine
41035.0,klamath
41037.0,lake
41039.0,lane
41041.0,lincoln
41043.0,linn
41045.0,malheur
41047.0,marion
41049.0,morrow
41051.0,multnomah
41053.0,polk
41055.0,sherman
41057.0,tillamook
41059.0,umatilla
41061.0,union
41063.0,wallowa
41065.0,wasco
41067.0,washington
41069.0,wheeler
41071.0,yamhill
42001.0,adams
42003.0,allegheny
42005.0,armstrong
42007.0,beaver
42009.0,bedford
42011.0,berks
42013.0,blair
42015.0,bradford
42017.0,bucks
42019.0,butler
42021.0,cambria
42023.0,cameron
42025.0,carbon
42027.0,centre
42029.0,chester
42031.0,clarion
42033.0,clearfield
42035.0,clinton
42037.0,columbia
42039.0,crawford
42041.0,cumberland
42043.0,dauphin
42045.0,delaware
42047.0,elk
42049.0,erie
42051.0,fayette
42053.0,forest
42055.0,franklin
42057.0,fulton
42059.0,greene
42061.0,huntingdon
42063.0,indiana
42065.0,jefferson
42067.0,juniata
42069.0,lackawanna
42071.0,lancaster
42073.0,lawrence
42075.0,lebanon
42077.0,lehigh
42079.0,luzerne
42081.0,lycoming
42083.0,mc kean
42085.0,mercer
42087.0,mifflin
42089.0,monroe
42091.0,montgomery
42093.0,montour
42095.0,northampton
42097.0,northumberlnd
42099.0,perry
42101.0,philadelphia
42103.0,pike
42105.0,potter
42107.0,schuylkill
42109.0,snyder
42111.0,somerset
42113.0,sullivan
42115.0,susquehanna
42117.0,tioga
42119.0,union
42121.0,venango
42123.0,warren
42125.0,washington
42127.0,wayne
42129.0,westmoreland
42131.0,wyoming
42133.0,york
72001.0,adjuntas
72003.0,aguada
72005.0,aguadilla
72007.0,aguas buenas
72009.0,aibonito
72011.0,anasco
72013.0,arecibo
72015.0,arroyo
72017.0,barceloneta
72019.0,barranquitas
72021.0,bayamon
72023.0,cabo rojo
72025.0,caguas
72027.0,camuy
72029.0,canovanas
72031.0,carolina
72033.0,catano
72035.0,cayey
72037.0,ceiba
72039.0,ciales
72041.0,cidra
72043.0,coamo
72045.0,comerio
72047.0,corozal
72049.0,culebra
72051.0,dorado
72053.0,fajardo
72054.0,florida
72055.0,guanica
72057.0,guayama
72059.0,guayanilla
72061.0,guaynabo
72063.0,gurabo
72065.0,hatillo
72067.0,hormigueros
72069.0,humacao
72071.0,isabela
72073.0,jayuya
72075.0,juana diaz
72077.0,juncos
72079.0,lajas
72081.0,lares
72083.0,las marias
72085.0,las piedras
72087.0,loiza
72089.0,luquillo
72091.0,manati
72093.0,maricao
72095.0,maunabo
72097.0,mayaguez
72099.0,moca
72101.0,morovis
72103.0,maguabo
72105.0,naranjito
72107.0,orocovis
72109.0,patillas
72111.0,penuelas
72113.0,ponce
72115.0,quebradillas
72117.0,rincon
72119.0,rio grande
72121.0,sabana grande
72123.0,salinas
72125.0,san german
72127.0,san juan
72129.0,san lorenzo
72131.0,san sebastian
72133.0,santa isabel
72135.0,toa alta
72137.0,toa baja
72139.0,trujillo alto
72141.0,utuado
72143.0,vega alta
72145.0,vega baja
72147.0,vieques
72149.0,villalba
72151.0,yabucoa
72153.0,yauco
44001.0,bristol
44003.0,kent
44005.0,newport
44007.0,providence
44009.0,washington
45001.0,abbeville
45003.0,aiken
45005.0,allendale
45007.0,anderson
45009.0,bamberg
45011.0,barnwell
45013.0,beaufort
45015.0,berkeley
45017.0,calhoun
45019.0,charleston
45021.0,cherokee
45023.0,chester
45025.0,chesterfield
45023.0,chester
45025.0,chesterfield
45027.0,clarendon
45029.0,colleton
45031.0,darlington
45033.0,dillon
45035.0,dorchester
45037.0,edgefield
45039.0,fairfield
45041.0,florence
45043.0,georgetown
45045.0,greenville
45047.0,greenwood
45049.0,hampton
45051.0,horry
45053.0,jasper
45055.0,kershaw
45057.0,lancaster
45059.0,laurens
45061.0,lee
45063.0,lexington
45065.0,mccormick
45067.0,marion
45069.0,marlboro
45071.0,newberry
45073.0,oconee
45075.0,orangeburg
45077.0,pickens
45079.0,richland
45081.0,saluda
45083.0,spartanburg
45085.0,sumter
45087.0,union
45089.0,williamsburg
45091.0,york
46003.0,aurora
46005.0,beadle
46007.0,bennett
46009.0,bon homme
46011.0,brookings
46013.0,brown
46015.0,brule
46017.0,buffalo
46019.0,butte
46021.0,campbell
46023.0,charles mix
46025.0,clark
46027.0,clay
46029.0,codington
46031.0,corson
46033.0,custer
46035.0,davison
46037.0,day
46039.0,deuel
46041.0,dewey
46043.0,douglas
46045.0,edmunds
46047.0,fall river
46049.0,faulk
46051.0,grant
46053.0,gregory
46055.0,haakon
46057.0,hamlin
46059.0,hand
46061.0,hanson
46063.0,harding
46065.0,hughes
46067.0,hutchinson
46069.0,hyde
46071.0,jackson
46073.0,jerauld
46075.0,jones
46077.0,kingsbury
46079.0,lake
46081.0,lawrence
46083.0,lincoln
46085.0,lyman
46087.0,mc cook
46089.0,mc pherson
46091.0,marshall
46093.0,meade
46095.0,mellette
46097.0,miner
46099.0,minnehaha
46101.0,moody
46103.0,pennington
46105.0,perkins
46107.0,potter
46109.0,roberts
46111.0,sanborn
46102.0,oglala lakota
46115.0,spink
46117.0,stanley
46119.0,sully
46121.0,todd
46123.0,tripp
46125.0,turner
46127.0,union
46129.0,walworth
46135.0,yankton
46137.0,ziebach
47001.0,anderson
47003.0,bedford
47005.0,benton
47007.0,bledsoe
47009.0,blount
47011.0,bradley
47013.0,campbell
47015.0,cannon
47017.0,carroll
47019.0,carter
47021.0,cheatham
47023.0,chester
47025.0,claiborne
47027.0,clay
47029.0,cocke
47031.0,coffee
47033.0,crockett
47035.0,cumberland
47037.0,davidson
47039.0,decatur
47041.0,de kalb
47043.0,dickson
47045.0,dyer
47047.0,fayette
47049.0,fentress
47051.0,franklin
47053.0,gibson
47055.0,giles
47057.0,grainger
47059.0,greene
47061.0,grundy
47063.0,hamblen
47065.0,hamilton
47067.0,hancock
47069.0,hardeman
47071.0,hardin
47073.0,hawkins
47075.0,haywood
47077.0,henderson
47079.0,henry
47081.0,hickman
47083.0,houston
47085.0,humphreys
47087.0,jackson
47089.0,jefferson
47091.0,johnson
47093.0,knox
47095.0,lake
47097.0,lauderdale
47099.0,lawrence
47101.0,lewis
47103.0,lincoln
47105.0,loudon
47107.0,mc minn
47109.0,mc nairy
47111.0,macon
47113.0,madison
47115.0,marion
47117.0,marshall
47119.0,maury
47121.0,meigs
47123.0,monroe
47125.0,montgomery
47127.0,moore
47129.0,morgan
47131.0,obion
47133.0,overton
47135.0,perry
47137.0,pickett
47139.0,polk
47141.0,putnam
47143.0,rhea
47145.0,roane
47147.0,robertson
47149.0,rutherford
47151.0,scott
47153.0,sequatchie
47155.0,sevier
47157.0,shelby
47159.0,smith
47161.0,stewart
47163.0,sullivan
47165.0,sumner
47167.0,tipton
47169.0,trousdale
47171.0,unicoi
47173.0,union
47175.0,van buren
47177.0,warren
47179.0,washington
47181.0,wayne
47183.0,weakley
47185.0,white
47187.0,williamson
47189.0,wilson
48001.0,anderson
48003.0,andrews
48005.0,angelina
48007.0,aransas
48009.0,archer
48011.0,armstrong
48013.0,atascosa
48015.0,austin
48017.0,bailey
48019.0,bandera
48021.0,bastrop
48023.0,baylor
48025.0,bee
48027.0,bell
48029.0,bexar
48031.0,blanco
48033.0,borden
48035.0,bosque
48037.0,bowie
48039.0,brazoria
48041.0,brazos
48043.0,brewster
48045.0,briscoe
48047.0,brooks
48049.0,brown
48051.0,burleson
48053.0,burnet
48055.0,caldwell
48057.0,calhoun
48059.0,callahan
48061.0,cameron
48063.0,camp
48065.0,carson
48067.0,cass
48069.0,castro
48071.0,chambers
48073.0,cherokee
48075.0,childress
48077.0,clay
48079.0,cochran
48081.0,coke
48083.0,coleman
48085.0,collin
48087.0,collingsworth
48089.0,colorado
48091.0,comal
48093.0,comanche
48095.0,concho
48097.0,cooke
48099.0,coryell
48101.0,cottle
48103.0,crane
48105.0,crockett
48107.0,crosby
48109.0,culberson
48111.0,dallam
48113.0,dallas
48115.0,dawson
48117.0,deaf smith
48119.0,delta
48121.0,denton
48123.0,de witt
48125.0,dickens
48127.0,dimmit
48129.0,donley
48131.0,duval
48133.0,eastland
48135.0,ector
48137.0,edwards
48139.0,ellis
48141.0,el paso
48143.0,erath
48145.0,falls
48147.0,fannin
48149.0,fayette
48151.0,fisher
48153.0,floyd
48155.0,foard
48157.0,fort bend
48159.0,franklin
48161.0,freestone
48163.0,frio
48165.0,gaines
48167.0,galveston
48169.0,garza
48171.0,gillespie
48173.0,glasscock
48175.0,goliad
48177.0,gonzales
48179.0,gray
48181.0,grayson
48183.0,gregg
48185.0,grimes
48187.0,guadalupe
48189.0,hale
48191.0,hall
48193.0,hamilton
48195.0,hansford
48197.0,hardeman
48199.0,hardin
48201.0,harris
48203.0,harrison
48205.0,hartley
48207.0,haskell
48209.0,hays
48211.0,hemphill
48213.0,henderson
48215.0,hidalgo
48217.0,hill
48219.0,hockley
48221.0,hood
48223.0,hopkins
48225.0,houston
48227.0,howard
48229.0,hudspeth
48231.0,hunt
48233.0,hutchinson
48235.0,irion
48237.0,jack
48239.0,jackson
48241.0,jasper
48243.0,jeff davis
48245.0,jefferson
48247.0,jim hogg
48249.0,jim wells
48251.0,johnson
48253.0,jones
48255.0,karnes
48257.0,kaufman
48259.0,kendall
48261.0,kenedy
48263.0,kent
48265.0,kerr
48267.0,kimble
48269.0,king
48271.0,kinney
48273.0,kleberg
48275.0,knox
48277.0,lamar
48279.0,lamb
48281.0,lampasas
48283.0,la salle
48285.0,lavaca
48287.0,lee
48289.0,leon
48291.0,liberty
48293.0,limestone
48295.0,lipscomb
48297.0,live oak
48299.0,llano
48301.0,loving
48303.0,lubbock
48305.0,lynn
48307.0,mc culloch
48309.0,mc lennan
48311.0,mc mullen
48313.0,madison
48315.0,marion
48317.0,martin
48319.0,mason
48321.0,matagorda
48323.0,maverick
48325.0,medina
48327.0,menard
48329.0,midland
48331.0,milam
48333.0,mills
48335.0,mitchell
48337.0,montague
48339.0,montgomery
48341.0,moore
48343.0,morris
48345.0,motley
48347.0,nacogdoches
48349.0,navarro
48351.0,newton
48353.0,nolan
48355.0,nueces
48357.0,ochiltree
48359.0,oldham
48361.0,orange
48363.0,palo pinto
48365.0,panola
48367.0,parker
48369.0,parmer
48371.0,pecos
48373.0,polk
48375.0,potter
48377.0,presidio
48379.0,rains
48381.0,randall
48383.0,reagan
48385.0,real
48387.0,red river
48389.0,reeves
48391.0,refugio
48393.0,roberts
48395.0,robertson
48393.0,roberts
48395.0,robertson
48397.0,rockwall
48399.0,runnels
48401.0,rusk
48403.0,sabine
48405.0,san augustine
48407.0,san jacinto
48409.0,san patricio
48411.0,san saba
48413.0,schleicher
48415.0,scurry
48417.0,shackelford
48419.0,shelby
48421.0,sherman
48423.0,smith
48425.0,somervell
48427.0,starr
48429.0,stephens
48431.0,sterling
48433.0,stonewall
48435.0,sutton
48437.0,swisher
48439.0,tarrant
48441.0,taylor
48443.0,terrell
48445.0,terry
48447.0,throckmorton
48449.0,titus
48451.0,tom green
48453.0,travis
48455.0,trinity
48457.0,tyler
48459.0,upshur
48461.0,upton
48463.0,uvalde
48465.0,val verde
48467.0,van zandt
48469.0,victoria
48471.0,walker
48473.0,waller
48475.0,ward
48477.0,washington
48479.0,webb
48481.0,wharton
48483.0,wheeler
48485.0,wichita
48487.0,wilbarger
48489.0,willacy
48491.0,williamson
48493.0,wilson
48495.0,winkler
48497.0,wise
48499.0,wood
48501.0,yoakum
48503.0,young
48505.0,zapata
48507.0,zavala
49001.0,beaver
49003.0,box elder
49005.0,cache
49007.0,carbon
49009.0,daggett
49011.0,davis
49013.0,duchesne
49015.0,emery
49017.0,garfield
49019.0,grand
49021.0,iron
49023.0,juab
49025.0,kane
49027.0,millard
49029.0,morgan
49031.0,piute
49033.0,rich
49035.0,salt lake
49037.0,san juan
49039.0,sanpete
49041.0,sevier
49043.0,summit
49045.0,tooele
49047.0,uintah
49049.0,utah
49051.0,wasatch
49053.0,washington
49055.0,wayne
49057.0,weber
51001.0,accomack
51003.0,albemarle
51510.0,alexandria city
51005.0,alleghany
51007.0,amelia
51009.0,amherst
51011.0,appomattox
51013.0,arlington
51015.0,augusta
51017.0,bath
51019.0,bedford
51021.0,bland
51023.0,botetourt
51520.0,bristol city
51025.0,brunswick
51027.0,buchanan
51029.0,buckingham
51530.0,buena vista city
51031.0,campbell
51033.0,caroline
51035.0,carroll
51036.0,charles city
51037.0,charlotte
51540.0,charlottesville city
51037.0,charlotte
51540.0,charlottesville city
51550.0,chesapeake city
51041.0,chesterfield
51043.0,clarke
51570.0,colonial heights city
51580.0,covington city
51045.0,craig
51047.0,culpeper
51049.0,cumberland
51590.0,danville city
51051.0,dickenson
51053.0,dinwiddie
51595.0,emporia city
51057.0,essex
51059.0,fairfax
51600.0,fairfax city
51059.0,fairfax
51600.0,fairfax city
51610.0,falls church city
51061.0,fauquier
51063.0,floyd
51065.0,fluvanna
51067.0,franklin
51620.0,franklin city
51067.0,franklin
51620.0,franklin city
51069.0,frederick
51630.0,fredericksburg city
51069.0,frederick
51630.0,fredericksburg city
51640.0,galax city
51071.0,giles
51073.0,gloucester
51075.0,goochland
51077.0,grayson
51079.0,greene
51081.0,greensville
51083.0,halifax
51650.0,hampton city
51085.0,hanover
51660.0,harrisonburg city
51087.0,henrico
51089.0,henry
51091.0,highland
51670.0,hopewell city
51093.0,isle of wight
51095.0,james city
51097.0,king and queen
51099.0,king george
51101.0,king william
51103.0,lancaster
51105.0,lee
51678.0,lexington city
51107.0,loudoun
51109.0,louisa
51111.0,lunenburg
51680.0,lynchburg city
51113.0,madison
51690.0,martinsville city
51683.0,manassas city
51685.0,manassas park city
51683.0,manassas city
51685.0,manassas park city
51115.0,mathews
51117.0,mecklenburg
51119.0,middlesex
51121.0,montgomery
51125.0,nelson
51127.0,new kent
51700.0,newport news city
51710.0,norfolk city
51131.0,northampton
51133.0,northumberlnd
51720.0,norton city
51135.0,nottoway
51137.0,orange
51139.0,page
51141.0,patrick
51730.0,petersburg city
51143.0,pittsylvania
51740.0,portsmouth city
51735.0,poquoson
51145.0,powhatan
51147.0,prince edward
51149.0,prince george
51153.0,prince william
51155.0,pulaski
51750.0,radford city
51157.0,rappahannock
51159.0,richmond
51760.0,richmond city
51159.0,richmond
51760.0,richmond city
51161.0,roanoke
51770.0,roanoke city
51161.0,roanoke
51770.0,roanoke city
51163.0,rockbridge
51165.0,rockingham
51167.0,russell
51775.0,salem city
51169.0,scott
51171.0,shenandoah
51173.0,smyth
51175.0,southampton
51177.0,spotsylvania
51179.0,stafford
51790.0,staunton city
51800.0,suffolk city
51181.0,surry
51183.0,sussex
51185.0,tazewell
51810.0,virginia beach city
51187.0,warren
51191.0,washington
51820.0,waynesboro city
51193.0,westmoreland
51830.0,williamsburg city
51840.0,winchester city
51195.0,wise
51197.0,wythe
51199.0,york
,
,
50001.0,addison
50003.0,bennington
50005.0,caledonia
50007.0,chittenden
50009.0,essex
50011.0,franklin
50013.0,grand isle
50015.0,lamoille
50017.0,orange
50019.0,orleans
50021.0,rutland
50023.0,washington
50025.0,windham
50027.0,windsor
